,Rating,Size,Price
3366,4.7,9.9,0.0
3367,4.4,12.0,0.0
3368,4.3,12.0,0.0
3369,4.7,20.0,0.0
3370,4.1,7.4,0.0
3371,4.7,3.0,0.0
3373,4.6,14.0,0.0
3374,4.5,14.0,0.0
3375,4.4,7.2,0.0
3376,4.4,22.0,0.0
3377,4.3,7.2,0.0
3379,4.6,26.0,0.0
3380,4.7,38.0,0.0
3381,4.3,3.9,0.0
3383,4.6,5.4,0.0
3384,4.4,9.8,0.0
3385,4.5,7.6,0.0
3386,4.7,1.1,0.0
3387,4.3,9.1,0.0
3388,3.7,6.8,0.0
3389,4.7,12.0,0.0
3390,4.5,3.3,0.0
3391,4.4,12.0,0.0
3392,4.3,9.8,0.0
3393,4.8,0.92,0.0
3394,4.6,14.0,0.0
3395,4.1,6.8,0.0
3396,4.7,27.0,0.0
3397,4.1,7.4,0.0
3399,4.2,29.0,0.0
3402,4.0,5.9,0.0
3403,4.2,14.0,2.49
3404,3.9,14.0,0.0
3405,4.3,26.0,0.99
3406,4.1,1.9,0.0
3407,4.2,3.9,0.0
3408,4.4,0.779,0.99
3411,4.4,5.1,0.0
3412,4.3,10.0,0.0
3413,4.1,13.0,0.0
3414,4.2,4.0,0.0
3415,4.1,5.4,0.0
3416,4.1,3.3,0.0
3417,4.2,4.3,0.0
3418,4.1,0.853,0.0
3419,4.4,21.0,0.0
3420,4.1,6.4,0.0
3421,4.3,8.6,0.0
3422,4.6,2.1,0.0
3423,4.1,7.1,0.0
3426,4.2,3.3,0.0
3427,4.1,3.5,0.0
3428,4.2,4.1,0.0
3429,4.5,9.7,0.0
3430,4.3,3.3,0.0
3431,4.2,7.1,0.0
3432,4.0,8.4,0.0
3433,4.2,7.0,0.0
3434,4.2,5.5,0.0
3438,4.4,13.0,0.0
3441,4.3,5.9,9.99
3443,4.5,24.0,0.0
3444,4.1,6.2,0.0
3447,4.2,6.9,0.0
3449,4.1,6.1,0.0
3453,4.4,24.0,0.0
3455,3.8,4.1,0.0
3457,4.3,50.0,0.0
3460,3.2,11.0,0.0
3461,4.5,5.1,0.0
3462,4.2,1.3,0.0
3468,4.0,2.3,0.0
3469,4.6,16.0,0.0
3472,4.0,15.0,0.0
3473,4.4,61.0,0.0
3474,4.5,1.6,0.0
3479,4.2,49.0,0.0
3481,4.7,7.2,0.0
3484,4.4,1.5,0.0
3487,4.6,49.0,0.0
3488,4.3,14.0,0.0
3494,4.4,1.2,0.0
3496,4.0,10.0,0.0
3497,4.4,4.3,0.0
3498,4.7,3.8,0.0
3500,4.2,32.0,0.0
3501,4.5,4.5,0.0
3503,4.0,8.4,0.0
3504,4.5,12.0,0.0
3505,4.4,25.0,0.0
3509,4.5,12.0,0.0
3511,4.4,7.1,0.0
3515,4.5,6.5,0.0
3516,4.3,9.2,0.0
3517,4.1,0.72,0.0
3518,4.2,2.2,0.0
3521,4.2,4.1,0.0
3529,4.3,60.0,0.0
3531,4.5,37.0,0.0
3537,4.3,0.713,0.0
3538,4.6,4.7,0.0
3539,4.2,6.6,0.0
3540,4.2,2.5,0.0
3541,4.2,19.0,0.0
3543,4.3,4.2,0.0
3544,4.6,11.0,0.0
3552,4.0,5.7,0.0
3553,4.2,9.0,0.0
3555,4.5,6.9,0.0
3557,4.2,1.9,0.0
3561,4.6,15.0,0.0
3568,4.1,11.0,0.0
3570,4.4,4.1,0.0
3571,4.1,3.8,0.0
3573,4.1,3.8,0.0
3575,4.5,2.8,0.0
3578,3.8,3.3,0.0
3581,4.6,14.0,0.0
3582,4.7,95.0,0.0
3584,4.0,42.0,0.0
3586,4.7,98.0,0.0
3587,4.1,6.4,0.0
3588,3.7,2.8,0.0
3590,4.1,3.6,0.0
3591,3.7,2.4,0.0
3592,4.6,3.4,0.0
3593,4.4,1.5,0.0
3594,4.6,5.0,0.0
3595,4.1,6.6,0.0
3600,4.8,6.8,0.0
3601,4.0,24.0,0.0
3602,4.9,6.6,0.0
3604,4.8,9.1,0.0
3605,4.4,11.0,0.0
3606,4.7,5.8,0.0
3607,4.2,24.0,0.0
3608,4.6,4.4,0.0
3609,4.6,16.0,0.0
3610,4.5,11.0,0.0
3611,4.6,4.9,0.0
3612,4.1,11.0,0.0
3613,3.8,53.0,0.0
3614,4.8,20.0,0.0
3615,4.8,38.0,0.0
3617,4.5,17.0,0.0
3618,4.0,37.0,0.0
3619,4.4,5.2,0.0
3620,4.7,28.0,0.0
3622,3.9,46.0,0.0
3623,4.4,16.0,0.0
3624,4.4,18.0,0.0
3625,4.5,18.0,0.0
3627,4.8,10.0,0.0
3629,4.8,17.0,0.0
3631,4.7,9.7,0.0
3634,4.4,21.0,0.0
3635,4.3,3.2,0.0
3636,4.4,15.0,0.0
3637,4.2,44.0,0.0
3638,4.6,4.8,0.0
3640,4.4,10.0,0.0
3641,3.9,54.0,0.0
3642,4.3,9.1,0.0
3643,4.5,19.0,0.0
3644,4.2,12.0,0.0
3648,3.6,19.0,0.0
3650,4.3,7.6,0.0
3652,4.2,38.0,0.0
3655,4.5,6.1,0.0
3656,4.2,9.2,0.0
3658,4.8,11.0,4.49
3659,3.8,9.2,0.0
3660,4.5,20.0,0.0
3661,4.5,22.0,0.0
3664,4.2,5.3,0.0
3666,4.3,5.6,0.0
3667,4.2,5.4,0.0
3668,4.3,2.9,0.0
3669,3.6,25.0,0.0
3672,3.9,23.0,0.0
3673,3.7,7.2,0.0
3674,4.6,3.3,0.0
3677,4.2,17.0,0.0
3678,4.1,6.0,0.0
3679,3.8,33.0,0.0
3680,4.4,3.1,0.0
3681,4.5,4.1,0.0
3682,4.6,27.0,0.0
3683,4.7,44.0,0.0
3685,4.5,13.0,0.0
3688,3.9,3.0,0.0
3691,4.4,6.1,0.0
3692,3.8,64.0,0.0
3693,4.6,47.0,0.0
3695,4.3,5.4,0.0
3699,4.6,27.0,0.0
3701,4.5,50.0,0.0
3704,4.3,4.0,0.0
3708,3.5,44.0,0.0
3709,3.3,2.5,0.0
3710,4.3,23.0,0.0
3713,4.4,14.0,0.0
3714,4.4,89.0,0.0
3717,4.3,16.0,0.0
3718,4.5,26.0,0.0
3720,4.6,11.0,0.0
3723,3.5,56.0,0.0
3724,4.0,25.0,0.0
3726,4.3,17.0,0.0
3727,4.3,9.1,0.0
3728,4.1,11.0,0.0
3730,4.5,15.0,0.0
3731,4.4,9.7,0.0
3732,4.0,5.5,0.0
3733,4.1,6.7,0.0
3735,4.3,2.9,0.0
3736,3.9,13.0,0.0
3737,4.5,8.5,0.0
3738,4.7,25.0,0.0
3740,4.5,12.0,0.0
3741,3.1,6.3,0.0
3742,4.7,6.3,0.0
3744,4.0,19.0,0.0
3745,4.2,31.0,0.0
3747,4.2,9.0,0.0
3748,3.4,25.0,0.0
3749,4.6,4.6,0.0
3750,4.5,8.0,0.0
3751,4.0,23.0,0.0
3752,4.4,9.8,0.0
3753,4.2,8.7,0.0
3756,4.0,12.0,0.0
3758,4.6,10.0,0.0
3760,4.6,19.0,0.0
3761,4.5,6.6,0.0
3763,4.3,14.0,0.0
3764,4.4,8.6,0.0
3766,4.3,13.0,0.0
3769,3.6,10.0,0.0
3773,4.4,7.5,0.0
3774,4.1,36.0,0.0
3775,4.2,8.2,0.0
3776,4.7,22.0,0.0
3777,3.9,23.0,0.0
3781,4.6,14.0,0.0
3783,4.3,25.0,0.0
3784,4.2,27.0,0.0
3787,4.0,35.0,0.0
3789,4.6,8.6,0.0
3791,4.5,4.6,0.0
3793,4.2,12.0,0.0
3794,4.3,18.0,0.0
3797,4.2,3.1,0.0
3799,4.2,14.0,0.0
3803,4.3,23.0,0.0
3805,3.9,8.8,0.0
3812,4.5,12.0,0.0
3823,4.4,22.0,0.0
3826,4.5,43.0,0.0
3828,4.4,33.0,0.0
3829,4.4,32.0,0.0
3831,4.3,6.8,0.0
3832,4.4,4.0,0.0
3834,4.3,3.7,0.0
3836,4.4,3.4,0.0
3840,4.7,48.0,0.0
3841,4.3,7.7,0.0
3842,4.5,60.0,0.0
3843,3.7,60.0,0.0
3844,4.3,5.6,0.0
3846,4.1,5.2,0.0
3847,4.5,25.0,0.0
3848,4.8,3.3,0.0
3849,4.3,29.0,0.0
3850,4.7,49.0,0.0
3851,4.3,3.6,0.0
3852,4.2,48.0,0.0
3854,4.6,5.4,0.0
3855,4.5,18.0,0.0
3856,4.3,3.2,0.0
3857,4.5,11.0,0.0
3858,4.2,8.5,0.0
3859,4.2,24.0,0.0
3860,4.3,26.0,0.0
3861,4.3,14.0,0.0
3864,4.4,78.0,0.0
3867,3.5,7.0,0.0
3868,4.2,9.2,0.0
3872,4.2,6.5,0.0
3873,3.9,11.0,0.0
3874,4.3,96.0,0.0
3875,3.7,2.9,0.0
3876,4.3,24.0,0.0
3877,4.3,55.0,0.0
3878,4.6,74.0,0.0
3881,4.6,15.0,0.0
3882,3.9,6.3,0.0
3884,4.6,74.0,0.0
3886,4.8,14.0,0.0
3887,4.3,14.0,0.0
3890,4.4,5.7,0.0
3891,3.3,19.0,0.0
3897,3.7,70.0,0.0
3898,4.5,29.0,0.0
3899,4.1,16.0,0.0
3901,3.7,13.0,0.0
3903,4.8,17.0,0.0
3912,4.5,92.0,0.0
3914,4.4,45.0,0.0
3916,4.3,57.0,0.0
3917,3.8,26.0,0.0
3918,4.5,47.0,0.0
3919,3.7,22.0,0.0
3921,4.5,50.0,0.0
3923,4.6,34.0,0.0
3925,4.4,70.0,0.0
3927,4.3,4.1,0.0
3929,4.3,11.0,0.0
3931,4.4,94.0,0.0
3932,4.2,24.0,0.0
3933,4.9,56.0,0.0
3935,4.6,66.0,0.0
3937,4.6,91.0,0.0
3938,3.4,17.0,0.0
3939,3.8,21.0,0.0
3942,4.6,81.0,0.0
3944,3.8,3.0,0.0
3945,4.4,59.0,0.0
3947,3.9,83.0,0.0
3948,4.1,19.0,0.0
3949,4.5,23.0,0.0
3950,3.7,32.0,0.0
3951,4.4,39.0,0.0
3954,3.8,7.5,0.0
3955,3.1,7.4,0.0
3957,5.0,6.3,1.99
3958,4.4,18.0,0.0
3961,2.9,20.0,0.0
3963,3.3,96.0,0.0
3964,4.1,35.0,1.99
3966,4.4,8.6,1.7
3967,4.5,55.0,0.0
3968,4.3,29.0,0.99
3969,4.3,13.0,0.0
3972,2.2,6.7,0.0
3975,4.5,94.0,0.0
3977,3.9,64.0,1.99
3978,4.1,4.5,0.0
3979,3.3,6.0,0.0
3981,4.1,7.4,0.0
3982,4.8,3.7,0.0
3983,4.1,25.0,0.0
3984,4.5,10.0,0.0
3990,4.5,11.0,0.0
3991,4.3,78.0,0.0
3992,4.4,50.0,0.0
3995,4.4,8.3,0.0
3997,4.2,7.7,2.99
3998,4.2,2.5,0.0
4001,4.6,4.0,0.0
4002,4.7,4.2,0.0
4003,4.8,74.0,0.99
4004,4.7,6.9,0.0
4006,1.7,6.6,0.0
4007,4.5,16.0,0.0
4008,4.0,4.7,0.0
4009,3.6,5.4,0.0
4010,2.0,35.0,0.0
4011,4.7,26.0,0.0
4012,4.1,32.0,0.0
4013,4.3,2.7,0.0
4014,4.3,3.7,0.0
4015,4.5,7.0,0.0
4016,4.4,6.9,0.0
4018,4.6,2.2,0.0
4019,3.7,30.0,0.0
4020,4.5,5.8,0.0
4021,4.0,3.1,0.0
4022,4.8,1.5,0.0
4023,4.0,8.6,0.0
4024,4.7,0.772,0.0
4025,4.8,3.3,0.0
4026,4.6,5.0,0.0
4027,4.3,1.1,0.0
4028,4.2,4.4,0.0
4029,4.8,2.1,0.0
4030,4.2,1.6,0.0
4032,4.2,29.0,0.0
4033,4.5,39.0,0.0
4034,4.6,29.0,0.99
4035,4.5,14.0,0.0
4037,4.3,41.0,0.0
4038,4.8,9.7,0.0
4042,4.2,47.0,0.0
4043,4.4,89.0,0.0
4044,4.5,9.9,0.0
4045,4.2,64.0,0.0
4046,4.6,48.0,0.0
4047,4.6,12.0,0.99
4049,4.5,32.0,0.0
4050,4.5,28.0,0.0
4053,4.4,36.0,0.0
4054,4.1,13.0,0.0
4057,4.6,18.0,2.99
4058,4.5,3.6,0.0
4059,4.5,79.0,0.0
4060,4.3,66.0,0.0
4061,4.3,42.0,0.0
4062,3.3,9.8,0.0
4063,3.7,2.8,0.0
4065,4.4,40.0,0.0
4066,3.1,20.0,0.0
4067,4.0,25.0,0.0
4070,3.9,44.0,0.0
4071,4.4,8.8,0.0
4073,4.8,89.0,0.0
4077,3.6,4.8,0.0
4078,3.4,0.318,0.0
4080,4.4,13.0,0.0
4081,4.4,4.9,0.0
4082,4.5,12.0,0.0
4091,4.5,14.0,0.0
4092,4.0,5.9,0.0
4093,4.3,41.0,0.0
4100,4.2,22.0,0.0
4103,4.3,6.1,0.0
4107,4.6,3.1,0.0
4108,4.4,0.058,4.99
4109,4.3,79.0,0.0
4110,4.2,15.0,0.0
4111,4.3,55.0,0.0
4112,4.3,11.0,0.0
4113,4.6,13.0,0.0
4114,3.6,4.9,0.0
4116,4.2,7.6,0.0
4117,4.2,3.0,0.0
4118,4.4,37.0,0.0
4119,4.3,9.3,0.0
4120,4.9,23.0,0.0
4121,4.5,0.241,0.0
4124,4.2,9.2,0.0
4125,3.8,4.8,0.0
4127,1.0,16.0,2.99
4128,4.4,40.0,0.0
4129,4.0,13.0,0.0
4131,4.4,31.0,0.0
4135,3.4,3.0,0.0
4136,3.8,9.9,0.0
4138,3.7,3.7,0.0
4140,4.1,11.0,1.49
4142,4.4,2.1,0.0
4143,4.2,1.4,0.0
4146,4.5,32.0,0.0
4149,4.3,37.0,0.0
4151,4.2,7.9,0.0
4152,3.6,25.0,0.0
4154,4.4,19.0,0.0
4155,4.6,39.0,0.0
4156,4.5,0.196,4.99
4157,4.4,2.3,0.0
4158,4.2,8.1,1.7
4159,4.3,51.0,0.0
4161,1.8,3.4,1.49
4162,3.8,8.8,0.0
4163,4.4,28.0,0.0
4165,3.4,11.0,2.99
4166,4.6,6.1,3.88
4167,3.7,14.0,0.0
4168,3.0,94.0,0.0
4169,4.6,11.0,0.99
4171,3.1,14.0,0.0
4172,4.3,1.6,14.99
4173,4.3,15.0,1.49
4174,3.8,2.7,0.0
4175,4.5,5.7,0.99
4176,3.6,47.0,0.0
4178,4.2,0.857,1.49
4179,4.5,25.0,0.0
4180,4.2,1.3,0.0
4181,3.3,1.5,5.99
4183,4.3,3.9,0.0
4184,4.2,87.0,0.0
4186,3.8,10.0,0.0
4187,2.9,5.9,0.0
4188,4.5,58.0,0.0
4189,4.3,1.9,0.0
4190,4.9,48.0,1.99
4191,4.4,57.0,0.0
4192,4.4,0.051,3.99
4193,4.4,4.5,0.0
4194,2.9,8.9,0.0
4195,4.2,26.0,0.0
4196,4.0,15.0,0.0
4197,4.3,1.5,399.99
4198,4.3,2.2,0.0
4199,3.9,42.0,0.0
4202,4.0,8.9,0.0
4203,4.6,13.0,17.99
4204,3.7,13.0,0.0
4206,4.6,5.4,0.0
4207,4.4,27.0,0.0
4208,4.5,3.0,0.0
4209,3.0,19.0,0.0
4210,3.1,8.3,0.0
4212,4.5,1.2,0.0
4213,4.5,2.8,0.0
4214,4.5,19.0,0.0
4215,4.1,7.2,0.0
4217,4.2,52.0,0.0
4219,3.9,65.0,0.0
4220,3.9,37.0,0.0
4221,3.9,2.9,0.0
4223,4.2,34.0,0.0
4225,3.7,6.5,0.0
4226,2.8,3.9,0.0
4228,4.1,3.9,0.0
4229,4.4,57.0,0.0
4230,2.7,2.8,0.0
4231,4.7,23.0,0.0
4233,4.2,55.0,0.0
4236,4.4,40.0,0.0
4237,4.0,50.0,0.0
4240,4.0,25.0,0.0
4242,4.7,6.6,0.0
4243,4.3,36.0,0.0
4245,4.4,8.8,0.0
4246,4.0,43.0,0.0
4248,4.2,9.9,0.0
4250,4.6,0.953,0.0
4251,3.3,9.0,0.0
4253,2.3,2.6,0.0
4254,4.2,23.0,0.0
4255,4.1,35.0,0.0
4258,3.2,4.7,0.0
4260,4.6,43.0,0.99
4263,4.1,3.1,0.0
4264,4.1,6.7,0.0
4266,4.7,7.1,0.0
4267,3.5,9.1,0.0
4268,3.9,98.0,0.0
4271,4.1,13.0,0.0
4272,4.7,2.4,0.0
4274,4.6,7.3,0.0
4275,4.5,33.0,0.0
4276,4.7,3.4,0.0
4277,4.9,3.8,0.0
4280,4.1,40.0,0.0
4281,4.4,14.0,0.0
4285,4.3,34.0,0.0
4286,4.4,40.0,0.0
4288,4.5,11.0,0.0
4289,4.6,63.0,0.0
4290,4.8,14.0,0.0
4291,4.3,61.0,0.0
4292,4.8,63.0,0.0
4293,4.8,8.9,1.99
4294,3.7,10.0,0.0
4295,4.1,44.0,0.0
4296,3.7,10.0,0.0
4297,4.2,59.0,0.0
4298,4.5,7.4,0.0
4299,4.6,23.0,1.99
4304,4.9,40.0,0.0
4305,4.4,62.0,0.0
4306,4.6,2.1,0.0
4309,4.0,26.0,0.0
4310,4.8,3.6,0.0
4311,4.3,13.0,0.0
4312,4.4,4.5,0.0
4313,4.2,35.0,0.0
4314,4.6,71.0,0.0
4316,4.8,23.0,3.99
4317,4.0,3.5,0.0
4318,4.3,60.0,0.0
4319,4.7,40.0,0.0
4324,4.0,49.0,0.0
4326,4.0,48.0,0.0
4328,4.0,20.0,0.0
4329,4.1,50.0,0.0
4330,4.6,0.865,0.0
4331,3.1,2.9,0.0
4332,4.9,67.0,0.0
4333,4.5,2.4,0.0
4334,4.0,61.0,0.0
4335,4.0,6.8,0.0
4336,3.6,2.6,0.0
4337,4.5,13.0,0.0
4338,4.2,29.0,0.0
4339,4.3,84.0,0.0
4340,3.9,5.4,0.0
4341,4.3,2.8,0.0
4342,4.3,2.9,0.0
4343,4.4,6.9,0.0
4344,4.3,46.0,0.0
4345,4.4,27.0,0.0
4348,4.4,37.0,0.0
4349,3.5,82.0,0.0
4350,4.4,44.0,0.0
4351,4.4,7.3,0.0
4352,4.5,37.0,0.0
4353,4.4,53.0,0.0
4354,4.4,44.0,0.0
4356,3.9,24.0,0.0
4357,3.9,34.0,0.0
4359,4.9,9.1,0.0
4360,3.7,38.0,0.0
4361,3.3,15.0,0.0
4362,3.8,26.0,399.99
4363,3.5,63.0,0.0
4364,4.2,0.251,0.0
4366,3.5,4.2,0.0
4367,3.6,7.3,400.0
4369,3.9,9.7,0.0
4370,4.2,1.4,0.0
4371,4.2,4.9,0.0
4372,4.0,6.2,0.0
4373,3.2,6.0,0.0
4375,2.4,1.2,0.0
4376,4.5,16.0,0.0
4377,4.1,59.0,0.0
4378,4.2,7.7,0.0
4379,3.7,30.0,0.0
4380,4.3,6.4,2.99
4381,4.2,64.0,0.0
4382,4.1,46.0,0.0
4383,3.9,76.0,0.0
4384,3.8,54.0,0.0
4385,4.4,8.4,0.0
4386,3.4,22.0,0.0
4387,4.0,23.0,0.0
4388,4.4,8.2,0.0
4389,3.3,3.8,0.0
4390,4.8,54.0,0.0
4391,4.5,9.1,4.99
4392,3.4,40.0,0.0
4393,4.3,28.0,0.0
4394,4.3,11.0,0.0
4395,4.1,34.0,2.99
4396,4.0,58.0,0.0
4397,4.4,21.0,2.99
4398,3.8,45.0,0.0
4399,4.4,22.0,0.0
4400,3.8,28.0,0.99
4401,4.2,17.0,0.0
4402,3.8,31.0,0.0
4403,4.8,59.0,2.49
4404,4.7,91.0,0.0
4406,3.5,20.0,0.0
4407,3.9,69.0,0.0
4408,4.2,71.0,0.0
4409,4.6,13.0,0.99
4410,4.7,33.0,0.0
4411,4.5,3.3,3.99
4412,3.8,6.4,0.0
4413,4.5,20.0,2.99
4414,3.7,7.6,0.0
4415,3.5,62.0,0.0
4416,4.1,32.0,2.49
4417,3.9,49.0,1.99
4418,4.1,0.93,0.0
4419,4.6,34.0,4.99
4420,4.4,49.0,0.0
4423,4.6,24.0,0.99
4424,4.0,72.0,0.0
4425,4.4,8.7,0.0
4427,4.4,40.0,1.99
4428,4.0,6.8,0.0
4429,3.8,47.0,2.49
4430,3.9,3.6,0.0
4432,3.7,26.0,0.0
4433,4.2,1.3,3.02
4434,4.1,45.0,0.0
4435,4.3,0.54,0.0
4436,4.3,4.6,0.0
4437,4.1,0.313,6.99
4438,4.4,8.6,0.0
4439,3.8,0.746,0.0
4440,4.3,10.0,0.0
4442,3.8,5.1,0.0
4443,4.5,6.1,0.0
4444,3.8,28.0,0.0
4445,3.9,5.2,0.0
4446,4.0,22.0,0.0
4449,4.4,51.0,0.0
4450,4.6,39.0,1.99
4452,5.0,12.0,0.99
4453,4.4,11.0,1.49
4454,4.4,7.5,0.0
4455,4.2,24.0,0.0
4456,4.0,19.0,0.99
4458,4.2,5.2,1.49
4460,4.6,4.5,1.49
4461,4.1,1.7,0.99
4463,3.9,6.3,0.0
4466,4.4,6.2,1.49
4467,3.9,28.0,0.0
4468,4.6,4.3,1.49
4469,4.5,5.7,0.0
4470,3.0,4.9,0.0
4472,3.6,2.0,0.0
4473,4.4,16.0,0.0
4474,4.6,7.4,0.0
4476,4.3,7.3,0.0
4477,5.0,60.0,0.99
4478,4.5,3.7,0.0
4479,4.1,24.0,0.0
4480,4.1,10.0,0.0
4481,4.5,7.5,0.0
4483,4.8,3.6,0.0
4484,4.5,2.0,0.0
4486,4.0,2.3,0.0
4487,4.8,16.0,1.49
4488,3.7,20.0,0.99
4490,4.5,2.1,0.0
4491,4.7,26.0,0.99
4492,2.7,14.0,0.0
4493,2.9,18.0,0.0
4494,4.2,60.0,0.0
4496,4.2,7.1,0.0
4498,2.6,60.0,0.0
4499,4.1,40.0,0.0
4500,4.3,55.0,0.0
4502,4.2,20.0,0.0
4503,4.4,19.0,0.0
4505,4.0,17.0,0.0
4506,4.4,3.6,0.0
4507,4.1,4.5,0.0
4508,4.8,3.6,1.49
4509,2.2,33.0,0.0
4510,3.8,43.0,0.0
4511,3.1,21.0,0.0
4512,3.1,2.3,0.0
4513,3.8,14.0,0.0
4514,3.8,19.0,0.0
4515,4.3,95.0,0.0
4516,3.6,29.0,0.0
4517,4.0,2.7,0.0
4521,4.5,3.9,1.76
4522,1.8,3.1,0.0
4523,4.7,12.0,0.0
4524,3.9,39.0,0.0
4525,4.4,26.0,0.0
4526,3.6,19.0,0.0
4528,4.4,12.0,0.0
4529,3.9,2.8,0.0
4530,3.9,6.2,0.0
4531,3.8,2.9,0.0
4533,4.2,60.0,0.0
4534,4.1,4.9,4.84
4535,4.4,62.0,0.0
4536,4.4,96.0,0.0
4539,5.0,3.9,0.0
4540,4.1,2.2,0.0
4541,4.5,0.203,0.0
4542,4.3,37.0,1.99
4544,3.9,7.7,0.0
4545,3.5,2.9,0.0
4547,3.2,34.0,0.0
4552,3.3,0.058,0.0
4553,4.8,6.7,0.0
4554,4.5,23.0,1.99
4555,3.7,8.9,0.0
4556,4.8,57.0,4.99
4557,4.7,12.0,0.0
4558,4.3,13.0,0.0
4559,3.8,93.0,4.77
4560,4.1,83.0,0.0
4561,4.7,41.0,0.99
4563,4.2,2.7,0.0
4567,4.2,2.2,0.0
4569,4.6,7.1,0.0
4570,4.2,20.0,0.0
4571,4.1,0.026,4.99
4573,4.1,31.0,0.0
4574,4.4,45.0,0.0
4575,4.5,33.0,0.0
4576,4.1,14.0,0.0
4577,4.5,37.0,1.99
4578,4.3,24.0,0.0
4579,4.4,6.5,0.0
4580,4.3,40.0,0.0
4581,4.3,93.0,0.0
4582,3.8,0.314,0.0
4583,3.9,3.7,0.0
4584,4.1,57.0,0.0
4585,4.8,2.7,2.49
4587,4.0,68.0,0.0
4591,4.0,2.4,0.0
4594,3.7,96.0,0.0
4596,4.1,2.2,0.0
4597,3.0,33.0,0.0
4599,3.0,19.0,0.0
4601,4.0,21.0,0.0
4603,4.6,26.0,0.0
4604,4.1,29.0,0.0
4606,4.7,3.7,2.99
4607,3.5,25.0,0.0
4608,3.1,28.0,0.0
4609,3.9,2.1,0.0
4611,4.2,15.0,0.0
4612,4.4,7.9,4.99
4613,4.4,46.0,4.99
4614,3.3,8.9,0.0
4615,4.8,13.0,0.0
4616,4.2,20.0,5.99
4618,3.8,2.3,0.0
4619,4.1,4.9,4.99
4620,4.2,23.0,1.61
4621,4.2,35.0,0.99
4622,4.0,18.0,0.0
4623,4.2,45.0,0.0
4624,3.8,5.6,0.0
4625,4.5,4.5,0.0
4626,3.7,5.8,0.0
4627,4.3,24.0,0.0
4628,4.5,21.0,0.0
4629,4.1,31.0,0.0
4630,4.2,74.0,0.0
4631,4.5,21.0,0.0
4632,4.0,7.3,0.0
4635,4.3,11.0,0.0
4636,4.7,53.0,0.0
4637,4.1,37.0,3.99
4638,3.2,37.0,0.0
4639,3.9,2.0,0.0
4640,4.1,26.0,0.0
4641,3.4,42.0,0.0
4642,3.0,7.8,0.0
4643,4.6,3.5,0.0
4644,4.6,14.0,0.0
4645,4.1,5.1,0.0
4646,3.1,1.9,0.0
4647,3.4,38.0,0.0
4648,4.2,3.0,0.0
4649,4.2,2.2,0.0
4650,3.0,3.5,0.0
4651,2.4,4.0,0.0
4652,4.1,27.0,0.0
4653,2.9,13.0,0.0
4654,4.0,21.0,0.0
4655,4.0,3.5,0.0
4656,3.8,22.0,0.0
4657,2.4,7.2,0.0
4658,4.4,4.8,0.0
4659,3.7,13.0,0.0
4660,4.3,7.5,0.0
4661,4.6,5.4,0.0
4662,4.2,30.0,0.0
4664,3.6,0.196,0.0
4666,4.0,16.0,0.0
4667,3.5,3.8,0.0
4668,4.4,17.0,0.0
4669,2.5,26.0,0.0
4670,3.9,28.0,0.0
4672,4.2,38.0,0.0
4673,4.2,17.0,0.0
4674,4.3,20.0,0.0
4675,4.1,6.9,0.0
4677,4.2,59.0,0.0
4678,4.2,67.0,0.0
4679,3.9,61.0,0.0
4682,3.8,1.6,0.0
4684,4.2,3.7,0.0
4685,3.7,4.9,0.0
4687,4.3,30.0,0.0
4688,4.6,40.0,0.0
4689,3.3,10.0,0.0
4690,3.6,100.0,0.0
4691,4.1,42.0,0.0
4692,3.8,95.0,0.0
4693,3.3,28.0,0.0
4694,4.5,4.2,7.99
4695,4.8,3.6,0.0
4698,4.3,4.6,0.0
4699,4.5,7.9,0.0
4701,3.8,4.3,0.0
4702,4.7,3.6,0.0
4703,4.2,5.9,0.0
4704,4.3,35.0,0.0
4705,4.7,1.8,0.0
4706,4.7,9.5,0.0
4707,3.6,19.0,0.0
4708,4.2,25.0,0.99
4709,4.0,37.0,0.0
4710,4.3,3.6,0.0
4711,4.7,17.0,14.99
4713,4.6,2.9,0.0
4714,4.8,3.4,0.0
4716,3.8,2.9,1.99
4719,4.2,3.5,0.0
4721,3.2,1.5,0.99
4723,4.3,47.0,0.0
4725,4.4,11.0,0.0
4726,1.9,9.1,0.0
4728,2.5,16.0,0.0
4729,4.2,2.5,0.0
4730,4.3,6.7,0.0
4731,4.0,1.9,0.0
4733,4.8,27.0,0.0
4734,4.2,0.079,0.0
4735,4.7,7.6,0.0
4736,4.4,8.2,0.0
4737,4.4,33.0,0.0
4738,4.4,3.1,0.0
4739,4.6,27.0,0.0
4741,4.2,1.5,0.0
4743,4.0,4.5,1.99
4745,4.2,43.0,0.0
4746,4.5,21.0,0.0
4749,4.7,4.4,0.0
4750,4.2,16.0,0.0
4751,4.4,13.0,0.0
4752,3.2,34.0,0.0
4753,4.1,8.3,0.0
4754,4.0,2.5,0.0
4755,4.7,3.5,1.99
4756,4.6,6.4,0.0
4757,4.6,4.3,0.0
4758,4.7,6.3,0.0
4759,4.8,8.6,1.99
4760,4.6,1.9,0.0
4761,4.2,0.118,0.0
4762,4.3,49.0,0.0
4763,3.3,3.7,0.0
4764,4.7,3.5,1.99
4765,4.5,53.0,0.0
4766,4.0,8.0,0.0
4768,4.2,27.0,0.0
4769,4.6,24.0,0.99
4770,4.2,11.0,0.0
4771,4.7,3.2,0.0
4772,4.7,3.7,0.0
